Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,중소벤처기업연구원 권리처리 목록,,,,,,,,,,,,
,순번,사이트명,카테고리 진입과정,파일명,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
,1,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,중소기업발 금융위기론의 고찰(정책포럼),박재필(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,2,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,해외진출 중소기업의 사회적 책임 지원방향(정책포럼),최성호(중소기업연구원 초빙연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,3,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,소상공인 과잉 해소 방안 모색(정책포럼),전인우(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,4,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,대중소기업 간 생산성 및 소득 격차의 원인 분석과 전망 및 대책(정책포럼),정연승(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,5,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,유가 및 원자재 가격 상승이 중소기업에 미치는 영향(정책포럼),이창민(중기연 연구원),-,0,0,1,미부착,제1유형,업무상저작물,
,6,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,핵심인력의 중소기업 유입을 위한 정책과제(정책포럼),백필규(중기연 명예연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,7,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,지역금융의 현황과 활성화를 위한 과제(정책포럼),홍순영(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,8,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,한국 중소기업 재무구조 고찰(1)-대 · 중소기업 간 비교 · 분석(정책포럼),정남기(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,9,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,한국 중소기업 재무구조 고찰(2)-대 · 중소기업 간 비교 · 분석(정책포럼),정남기(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,10,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,중소기업의 재무정보 신뢰성 제고를 위한 제도 개선(정책포럼),신상철(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,11,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,중소기업 자금조달의 국제화(ISSUE PAPER),정남기(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,12,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,대 · 중소기업 협력 패러다임의 고찰(ISSUE PAPER),김승일(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,13,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,정부업무 평가방법의 변화와 과제(ISSUE PAPER),조이현(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,14,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,바젤II의 영향과 중소기업의 대응(ISSUE PAPER),정남기(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,15,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,중소기업의 국내 판로지원방안으로써중소기업 공동A/S콜센터 설립(ISSUE PAPER),김익성(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,16,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,유가상승 및 환율하락이 중소기업 채산성에 미치는 영향(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,17,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,국제원자재 시장 급변동과 향후 예상(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,18,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,3만개 혁신형 중소기업 : Hype or Hope-중소기업 R&D지원을 중심으로(ISSUE PAPER),이동주(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,19,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,전환기를 맞은 중국 진출 한국 중소기업 : 새로운 활로의 모색(ISSUE PAPER),조이현(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,20,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,대·중소기업 협력 프레임워크와 주요 과제(ISSUE PAPER),김승일(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,21,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,최근 어음부도율 하락원인과 지표의 유용성 점검(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,22,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,금리인상에 따른 중소기업의 리스크 점검(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,23,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,원/엔 환율 하락에 따른 국내경제 및 중소기업에 대한 영향과 대응방안(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,24,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,포스트 차이나로서의 베트남: 투자환경과 과제(ISSUE PAPER),조이현(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,25,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,최근 제조업 창업 부진원인과 시사점(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,26,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,한·미 FTA와 중소기업의 대응(ISSUE PAPER),오동윤(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,27,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,혁신형 중소기업의 성공요인 분석(ISSUE PAPER),김승일(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,28,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,최근 중소기업 수출 호전 원인과 시사점(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,29,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,최근 중소기업대출 확대 원인과 시사점(ISSUE PAPER),오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,30,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,혁신형 중소기업 <효율과 진화>(ISSUE PAPER),이동주(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,31,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,기업의 지속적 성장을 위한 과세제도 개선방안(ISSUE PAPER),신상철(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,32,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,"유가 100불, 환율 800원대 시대 중소기업 대응전략(ISSUE PAPER)",오상훈(중기연 전문위원),-,0,0,1,미부착,제1유형,업무상저작물,
,33,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,"한국경제, 지속성장의 조건(ISSUE PAPER)",정남기(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
,34,중소벤처기업연구원,HOME > 발간물 > 중소기업 포커스,독일 중소기업지원금융 및 On-lending 방식의 우리나라 중소기업금융지원에의 시사점(ISSUE PAPER),김광희(중기연 연구위원),-,0,0,1,미부착,제1유형,업무상저작물,
