순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
310,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.21 [CODENAME BUSAN] TOP5 Mission Complete? Promote Busan Outside with ICHILLIN',CODENAME BUSAN,2023-09-21 00:00:00,1,미부착,제4유형,무,,Ep.21 [CODENAME BUSAN] TOP5 Mission Complete? Promote Busan Outside with ICHILLIN',,영상,영상,,방송,영어/한국어,,2023-09-21 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-09-21 00:00:00,,
311,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.20 [CODENAME BUSAN] Who can continue the challenge in the TOP5? with cignature,CODENAME BUSAN,2023-09-14 00:00:00,1,미부착,제4유형,무,,Ep.20 [CODENAME BUSAN] Who can continue the challenge in the TOP5? with cignature,,영상,영상,,방송,영어/한국어,,2023-09-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-09-14 00:00:00,,
312,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.19 [CODENAME BUSAN] Make ‘B.U.S.A.N’ From Scratch! with cignature,CODENAME BUSAN,2023-09-07 00:00:00,1,미부착,제4유형,무,,Ep.19 [CODENAME BUSAN] Make ‘B.U.S.A.N’ From Scratch! with cignature,,영상,영상,,방송,영어/한국어,,2023-09-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2093-09-07 00:00:00,,
313,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-10-01 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-10-01 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-10-01 00:00:00,,
314,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-30 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-30 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-30 00:00:00,,
315,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-29 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-29 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-29 00:00:00,,
316,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-28 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-28 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-28 00:00:00,,
317,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-27 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-27 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-27 00:00:00,,
318,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-24 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-24 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-24 00:00:00,,
319,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-23 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-23 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-23 00:00:00,,
320,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-17 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-17 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-17 00:00:00,,
321,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-16 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-16 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-16 00:00:00,,
322,영상,기록,국제방송교류재단,아리랑국제방송,TV,COVID-19 Pandemic,COVID-19 Pandemic,2021-09-15 00:00:00,1,미부착,제1유형,무,,COVID-19 Pandemic,,영상,영상,,방송,영어/한국어,,2021-09-15 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2091-09-15 00:00:00,,
323,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.182 Happy New Year in April? Nuri goes to Laos’ Pi Mai Festival,DIPLOMAT TALKS,2024-04-22 00:00:00,1,미부착,제4유형,무,,Ep.182 Happy New Year in April? Nuri goes to Laos’ Pi Mai Festival,,영상,영상,,방송,영어/한국어,,2024-04-22 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-22 00:00:00,,
324,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.181 ‘Would you like a cup of Rwandan coffee?’ Nuri gets a taste of Rwandan coffee,DIPLOMAT TALKS,2024-04-15 00:00:00,1,미부착,제4유형,무,,Ep.181 ‘Would you like a cup of Rwandan coffee?’ Nuri gets a taste of Rwandan coffee,,영상,영상,,방송,영어/한국어,,2024-04-15 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-15 00:00:00,,
325,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.180 From the Korean War to Signing the FTA… Nuri Looks at 75 Years of Diplomatic History Between Korea and the Philippines,DIPLOMAT TALKS,2024-04-08 00:00:00,1,미부착,제4유형,무,,Ep.180 From the Korean War to Signing the FTA… Nuri Looks at 75 Years of Diplomatic History Between Korea and the Philippines,,영상,영상,,방송,영어/한국어,,2024-04-08 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-08 00:00:00,,
326,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.179 Nuri Looks Over Korea-Tunisia Relations on 55th Anniversary of Diplomatic Relations,DIPLOMAT TALKS,2024-04-01 00:00:00,1,미부착,제4유형,무,,Ep.179 Nuri Looks Over Korea-Tunisia Relations on 55th Anniversary of Diplomatic Relations,,영상,영상,,방송,영어/한국어,,2024-04-01 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-04-01 00:00:00,,
327,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.178 Nuri Falls for Ireland’s Green Festival,DIPLOMAT TALKS,2024-03-25 00:00:00,1,미부착,제4유형,무,,Ep.178 Nuri Falls for Ireland’s Green Festival,,영상,영상,,방송,영어/한국어,,2024-03-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-25 00:00:00,,
328,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.177 Korean president’s first visit to Lithuania! Nuri examines Korea-Lithuania relations,DIPLOMAT TALKS,2024-03-18 00:00:00,1,미부착,제4유형,무,,Ep.177 Korean president’s first visit to Lithuania! Nuri examines Korea-Lithuania relations,,영상,영상,,방송,영어/한국어,,2024-03-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-18 00:00:00,,
329,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.176 From Copper to the Saemaul Movement, Nuri explores the special relationship between Korea and Zambia",DIPLOMAT TALKS,2024-03-11 00:00:00,1,미부착,제4유형,무,,"Ep.176 From Copper to the Saemaul Movement, Nuri explores the special relationship between Korea and Zambia",,영상,영상,,방송,영어/한국어,,2024-03-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-11 00:00:00,,
330,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.175 Nuri discusses “innovation” with the Danish Ambassador and the head of ICDK Seoul,DIPLOMAT TALKS,2024-03-04 00:00:00,1,미부착,제4유형,무,,Ep.175 Nuri discusses “innovation” with the Danish Ambassador and the head of ICDK Seoul,,영상,영상,,방송,영어/한국어,,2024-03-04 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-03-04 00:00:00,,
331,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.174 From the Economy to Culture, Korea-Czech Relations as Seen by Nuri",DIPLOMAT TALKS,2024-02-26 00:00:00,1,미부착,제4유형,무,,"Ep.174 From the Economy to Culture, Korea-Czech Relations as Seen by Nuri",,영상,영상,,방송,영어/한국어,,2024-02-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-02-26 00:00:00,,
332,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.173 Nuri Looks Back at Historical Moments in Korea-Germany Diplomatic History,DIPLOMAT TALKS,2024-02-19 00:00:00,1,미부착,제4유형,무,,Ep.173 Nuri Looks Back at Historical Moments in Korea-Germany Diplomatic History,,영상,영상,,방송,영어/한국어,,2024-02-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2094-02-19 00:00:00,,
333,영상,기록,국제방송교류재단,아리랑국제방송,TV,Holy Journey  ? Part 3 The Path,Documentary A,2021-12-31 00:00:00,1,미부착,제4유형,무,,Holy Journey  ? Part 3 The Path,,영상,영상,,방송,영어/한국어,,2021-12-31 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-31 00:00:00,,
334,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.31 Timeless Liquors of Korean Head Families,Documentary A,2021-02-05 00:00:00,1,미부착,제4유형,무,,Ep.31 Timeless Liquors of Korean Head Families,,영상,영상,,방송,영어/한국어,,2021-02-05 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-05 00:00:00,,
335,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.30 DAWN AWAKERS 2,Documentary A,2021-01-08 00:00:00,1,미부착,제4유형,무,,Ep.30 DAWN AWAKERS 2,,영상,영상,,방송,영어/한국어,,2021-01-08 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-01-08 00:00:00,,
336,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.29 DAWN AWAKERS 1,Documentary A,2021-01-01 00:00:00,1,미부착,제4유형,무,,Ep.29 DAWN AWAKERS 1,,영상,영상,,방송,영어/한국어,,2021-01-01 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-01-01 00:00:00,,
337,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.28 Holy Journey - Part2. Home,Documentary A,2020-12-25 00:00:00,1,미부착,제4유형,무,,Ep.28 Holy Journey - Part2. Home,,영상,영상,,방송,영어/한국어,,2020-12-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-25 00:00:00,,
338,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.27 Holy Journey - Part1. Calling,Documentary A,2020-12-18 00:00:00,1,미부착,제4유형,무,,Ep.27 Holy Journey - Part1. Calling,,영상,영상,,방송,영어/한국어,,2020-12-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-18 00:00:00,,
339,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.26 Setting the New Normal - Part3. Post-COVID International Relations,Documentary A,2020-12-11 00:00:00,1,미부착,제4유형,무,,Ep.26 Setting the New Normal - Part3. Post-COVID International Relations,,영상,영상,,방송,영어/한국어,,2020-12-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-11 00:00:00,,
340,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.25 Setting the New Normal - Part2. Coronomics,Documentary A,2020-12-04 00:00:00,1,미부착,제4유형,무,,Ep.25 Setting the New Normal - Part2. Coronomics,,영상,영상,,방송,영어/한국어,,2020-12-04 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-04 00:00:00,,
341,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,Ep.11 G2GBIO / YiPSCELL / GENOME&COMPANY / NSTBIO,Emerging Innovators,2021-02-18 00:00:00,1,미부착,제4유형,무,,Ep.11 G2GBIO / YiPSCELL / GENOME&COMPANY / NSTBIO,,영상,영상,,방송,영어/한국어,,2021-02-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-18 00:00:00,,
342,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.10 BUCHEON FOUNDRY/ SAMHYUN/ JUNGWOO METAL IND/ PARK Young-sun, Minister, Ministry of SMEs and Startups",Emerging Innovators,2019-12-17 00:00:00,1,미부착,제4유형,무,,"Ep.10 BUCHEON FOUNDRY/ SAMHYUN/ JUNGWOO METAL IND/ PARK Young-sun, Minister, Ministry of SMEs and Startups",,영상,영상,,방송,영어/한국어,,2019-12-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-12-17 00:00:00,,
343,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.09 SHINSHINSA, E-TA, KP AERO INDUSTRIES, Vice President KIM Heung-nam of the KAIST",Emerging Innovators,2019-12-10 00:00:00,1,미부착,제4유형,무,,"Ep.09 SHINSHINSA, E-TA, KP AERO INDUSTRIES, Vice President KIM Heung-nam of the KAIST",,영상,영상,,방송,영어/한국어,,2019-12-10 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-12-10 00:00:00,,
344,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.08 TAEYANG METAL INDUSTRIAL, GOOTZ, GUMMOON INDUSTRY, EOM Jun-yeol Research Fellow",Emerging Innovators,2019-12-03 00:00:00,1,미부착,제4유형,무,,"Ep.08 TAEYANG METAL INDUSTRIAL, GOOTZ, GUMMOON INDUSTRY, EOM Jun-yeol Research Fellow",,영상,영상,,방송,영어/한국어,,2019-12-03 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-12-03 00:00:00,,
345,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.07 ELIM Electronics, Samcheon Industries, PlumbFast, PARK Moon-won CEO",Emerging Innovators,2019-11-27 00:00:00,1,미부착,제4유형,무,,"Ep.07 ELIM Electronics, Samcheon Industries, PlumbFast, PARK Moon-won CEO",,영상,영상,,방송,영어/한국어,,2019-11-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-11-27 00:00:00,,
346,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.06 SAMSONG CASTER, WOOLIM HI-TECH, DAEHAN AUTOTECH, BAE You-suk Professor",Emerging Innovators,2019-11-19 00:00:00,1,미부착,제4유형,무,,"Ep.06 SAMSONG CASTER, WOOLIM HI-TECH, DAEHAN AUTOTECH, BAE You-suk Professor",,영상,영상,,방송,영어/한국어,,2019-11-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-11-19 00:00:00,,
347,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.05 AK CORPORATION, FRONTEC, Huons, KIM Jong-kil Vice Chairman",Emerging Innovators,2019-11-12 00:00:00,1,미부착,제4유형,무,,"Ep.05 AK CORPORATION, FRONTEC, Huons, KIM Jong-kil Vice Chairman",,영상,영상,,방송,영어/한국어,,2019-11-12 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-11-12 00:00:00,,
348,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.04 HWAJIN INDUSTRY, Dong-A Plating, ECOPRO GEM, Director. YOUN Houk-sang",Emerging Innovators,2019-11-05 00:00:00,1,미부착,제4유형,무,,"Ep.04 HWAJIN INDUSTRY, Dong-A Plating, ECOPRO GEM, Director. YOUN Houk-sang",,영상,영상,,방송,영어/한국어,,2019-11-05 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-11-05 00:00:00,,
349,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.03 SHINE OPTIC, BYINDUSTRIES, HANJUNG NCS, Dr. CHO Yong-ju",Emerging Innovators,2019-10-29 00:00:00,1,미부착,제4유형,무,,"Ep.03 SHINE OPTIC, BYINDUSTRIES, HANJUNG NCS, Dr. CHO Yong-ju",,영상,영상,,방송,영어/한국어,,2019-10-29 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-10-29 00:00:00,,
350,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,"Ep.02 KORENS, SEA WORLD, GPN, KOREA SMART MANUFACTURING OFFICE",Emerging Innovators,2019-10-22 00:00:00,1,미부착,제4유형,무,,"Ep.02 KORENS, SEA WORLD, GPN, KOREA SMART MANUFACTURING OFFICE",,영상,영상,,방송,영어/한국어,,2019-10-22 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2089-10-22 00:00:00,,
351,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#10 Robotics _ Schaeffler Korea,FDI Focus,2021-12-17 00:00:00,1,미부착,제4유형,무,,#10 Robotics _ Schaeffler Korea,,영상,영상,,방송,영어/한국어,,2021-12-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-17 00:00:00,,
352,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#9 Semiconductor _ Edwards Korea,FDI Focus,2021-12-16 00:00:00,1,미부착,제4유형,무,,#9 Semiconductor _ Edwards Korea,,영상,영상,,방송,영어/한국어,,2021-12-16 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-16 00:00:00,,
353,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#8 Renewable energy _ Ocean Winds Korea,FDI Focus,2021-12-15 00:00:00,1,미부착,제4유형,무,,#8 Renewable energy _ Ocean Winds Korea,,영상,영상,,방송,영어/한국어,,2021-12-15 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-15 00:00:00,,
354,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#7 Hydrogen _ AVL Korea,FDI Focus,2021-12-14 00:00:00,1,미부착,제4유형,무,,#7 Hydrogen _ AVL Korea,,영상,영상,,방송,영어/한국어,,2021-12-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-14 00:00:00,,
355,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#6 Battery _ Umicore,FDI Focus,2021-12-13 00:00:00,1,미부착,제4유형,무,,#6 Battery _ Umicore,,영상,영상,,방송,영어/한국어,,2021-12-13 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-13 00:00:00,,
356,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#5 Chemical _ BASF Company Korea,FDI Focus,2021-12-10 00:00:00,1,미부착,제4유형,무,,#5 Chemical _ BASF Company Korea,,영상,영상,,방송,영어/한국어,,2021-12-10 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-10 00:00:00,,
357,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#4 ICT _ Ericsson-LG,FDI Focus,2021-12-09 00:00:00,1,미부착,제4유형,무,,#4 ICT _ Ericsson-LG,,영상,영상,,방송,영어/한국어,,2021-12-09 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-09 00:00:00,,
358,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#3 Future car _ BMW,FDI Focus,2021-12-08 00:00:00,1,미부착,제4유형,무,,#3 Future car _ BMW,,영상,영상,,방송,영어/한국어,,2021-12-08 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-08 00:00:00,,
359,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#2 Biopharmaceutical _ Cytiva,FDI Focus,2021-12-07 00:00:00,1,미부착,제4유형,무,,#2 Biopharmaceutical _ Cytiva,,영상,영상,,방송,영어/한국어,,2021-12-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-07 00:00:00,,
360,영상,경제/산업/일상,국제방송교류재단,아리랑국제방송,TV,#1 Logistics _ DB Schenker,FDI Focus,2021-12-06 00:00:00,1,미부착,제4유형,무,,#1 Logistics _ DB Schenker,,영상,영상,,방송,영어/한국어,,2021-12-06 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-06 00:00:00,,
361,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.283 Nuclear threats grow amid geopolitical tensions,Foreign Correspondents,2022-04-07 00:00:00,1,미부착,제4유형,무,,Ep.283 Nuclear threats grow amid geopolitical tensions,,영상,영상,,방송,영어/한국어,,2022-04-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-04-07 00:00:00,,
362,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.282 How should Korea respond to deglobalization?,Foreign Correspondents,2022-03-31 00:00:00,1,미부착,제4유형,무,,Ep.282 How should Korea respond to deglobalization?,,영상,영상,,방송,영어/한국어,,2022-03-31 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-03-31 00:00:00,,
363,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep. 281 What should we learn from the war in Ukraine?,Foreign Correspondents,2022-03-24 00:00:00,1,미부착,제4유형,무,,Ep. 281 What should we learn from the war in Ukraine?,,영상,영상,,방송,영어/한국어,,2022-03-24 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-03-24 00:00:00,,
364,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.280 Challenges facing president-elect Yoon,Foreign Correspondents,2022-03-17 00:00:00,1,미부착,제4유형,무,,Ep.280 Challenges facing president-elect Yoon,,영상,영상,,방송,영어/한국어,,2022-03-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-03-17 00:00:00,,
365,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.279 Korea to become global biomanufacturing training hub,Foreign Correspondents,2022-03-03 00:00:00,1,미부착,제4유형,무,,Ep.279 Korea to become global biomanufacturing training hub,,영상,영상,,방송,영어/한국어,,2022-03-03 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-03-03 00:00:00,,
366,영상,기록,국제방송교류재단,아리랑국제방송,TV,EP.278 Return to school and testing plans,Foreign Correspondents,2022-02-23 00:00:00,1,미부착,제4유형,무,,EP.278 Return to school and testing plans,,영상,영상,,방송,영어/한국어,,2022-02-23 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-02-23 00:00:00,,
367,영상,기록,국제방송교류재단,아리랑국제방송,TV,EP. 277 Beijing winter games and Korea-China relations,Foreign Correspondents,2022-02-17 00:00:00,1,미부착,제4유형,무,,EP. 277 Beijing winter games and Korea-China relations,,영상,영상,,방송,영어/한국어,,2022-02-17 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-02-17 00:00:00,,
368,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.276  Outlook for Korea’s presidential election,Foreign Correspondents,2022-02-10 00:00:00,1,미부착,제4유형,무,,Ep.276  Outlook for Korea’s presidential election,,영상,영상,,방송,영어/한국어,,2022-02-10 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-02-10 00:00:00,,
369,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.275 Korea’s competitiveness in rankings,Foreign Correspondents,2022-02-03 00:00:00,1,미부착,제4유형,무,,Ep.275 Korea’s competitiveness in rankings,,영상,영상,,방송,영어/한국어,,2022-02-03 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-02-03 00:00:00,,
370,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.274 Noblesse oblige and taxing the rich,Foreign Correspondents,2022-01-27 00:00:00,1,미부착,제4유형,무,,Ep.274 Noblesse oblige and taxing the rich,,영상,영상,,방송,영어/한국어,,2022-01-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-01-27 00:00:00,,
